article_id,product_code,prod_name,product_type_no,product_type_name,product_group_name,graphical_appearance_no,graphical_appearance_name,colour_group_code,colour_group_name,perceived_colour_value_id,perceived_colour_value_name,perceived_colour_master_id,perceived_colour_master_name,department_no,department_name,index_code,index_name,index_group_no,index_group_name,section_no,section_name,garment_group_no,garment_group_name,detail_desc
801865002,801865,Leon Mock Neck Sweater TVP,252,Sweater,Garment Upper body,1010016,Solid,10,White,3,Light,9,White,1647,Tops Knitwear,D,Divided,2,Divided,53,Divided Collection,1003,Knitwear,"Boxy jumper with a ribbed turtle neck, low dropped shoulders, long sleeves and ribbing at the cuffs and hem."
825783002,825783,Oscar price beanie,75,Hat/beanie,Accessories,1010016,Solid,51,Light Pink,1,Dusty Light,4,Pink,2950,Baby Toys/Acc,G,Baby Sizes 50-98,4,Baby/Children,44,Baby Essentials & Complements,1019,Accessories,"Double-layered hat in soft, rib-knit cotton jersey with a small appliqué on the front."
712261001,712261,Angela blouse,258,Blouse,Garment Upper body,1010016,Solid,12,Light Beige,1,Dusty Light,11,Beige,1941,Blouse & Dress,A,Ladieswear,1,Ladieswear,18,Womens Trend,1010,Blouses,"Blouse in an airy cupro blend containing glittery threads. Round neckline with an opening and concealed button at the back of the neck, pin-tucks at the front and flounces down the front and back. Long dolman sleeves with narrow elastication and a flounce at the cuffs, and a seam with a drawstring and peplum at the hem."
865921001,865921,Sima top,254,Top,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1636,Jersey fancy,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1005,Jersey Fancy,Fitted top in ribbed jersey that can be worn off the shoulder with decorative buttons down the front and short sleeves. The polyester content of the top is recycled.
522078004,522078,Margerita dress,265,Dress,Garment Full body,1010016,Solid,73,Dark Blue,4,Dark,2,Blue,1909,Woven top,A,Ladieswear,1,Ladieswear,2,H&M+,1010,Blouses,"Knee-length dress in a crêpe weave with long sleeves with slits at the cuffs, a detachable tie belt at the waist and a rounded hem. Unlined."
736049002,736049,Tawny sweater dress,265,Dress,Garment Full body,1010016,Solid,7,Grey,1,Dusty Light,12,Grey,1643,Basic 1,D,Divided,2,Divided,51,Divided Basics,1002,Jersey Basic,"Short, straight-style dress in lightweight sweatshirt fabric with long sleeves and ribbing around the neckline and cuffs."
901638003,901638,stina biker shorts HW,274,Shorts,Garment Lower body,1010010,Melange,7,Grey,1,Dusty Light,12,Grey,1643,Basic 1,D,Divided,2,Divided,51,Divided Basics,1002,Jersey Basic,"Cycling shorts in stretch cotton jersey with a high, elasticated waist."
711074007,711074,Tom cargo shorts,274,Shorts,Garment Lower body,1010016,Solid,8,Dark Grey,4,Dark,12,Grey,8755,Young Boy Shorts,I,Children Sizes 134-170,4,Baby/Children,47,Young Boy,1025,Shorts,"Shorts in washed cotton with an adjustable, elasticated waist and a zip fly and button. Side pockets, leg pockets and fake welt back pockets with a flap and hook and loop fastening."
616835004,616835,Ninja,258,Blouse,Garment Upper body,1010001,All over pattern,9,Black,4,Dark,5,Black,1522,Blouse,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1010,Blouses,"Straight-cut blouse in a patterned weave with a small stand-up collar, concealed buttons at the top and long sleeves with cuffs."
695298001,695298,Kate Longsleeve,254,Top,Garment Upper body,1010010,Melange,91,Light Green,3,Light,19,Green,6280,Tops Girls,S,Sport,26,Sport,49,Kids Sports,1001,Unknown,"Sports top in marled, fast-drying functional fabric with long raglan sleeves and visible seams."
539366001,539366,Ari,252,Sweater,Garment Upper body,1010007,Embroidery,10,White,3,Light,9,White,1636,Jersey fancy,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1005,Jersey Fancy,"Top in sweatshirt fabric with an appliqué on the front, gently dropped shoulders and long sleeves. Ribbing around the neckline, cuffs and hem."
687388003,687388,PQ Minna Ballerina SG,86,Ballerinas,Shoes,1010016,Solid,4,Bronze/Copper,2,Medium Dusty,15,Metal,4311,Kids Girl Shoes,J,"Children Accessories, Swimwear",4,Baby/Children,42,Kids & Baby Shoes,1020,Shoes,Ballet pumps with an elastic strap over the foot and a decorative bow at the front. Cotton twill linings and insoles and thermoplastic rubber (TPR) soles.
603401002,603401,Saturn Push Melbourne,306,Bra,Underwear,1010021,Lace,10,White,3,Light,9,White,1338,Expressive Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Lace push-up bra with underwired, moulded, padded cups for a larger bust and fuller cleavage. Narrow, adjustable shoulder straps and a narrow fastening at the back with two pairs of hooks and eyes."
646829002,646829,Love turtle rib tee,255,T-shirt,Garment Upper body,1010017,Stripe,73,Dark Blue,4,Dark,2,Blue,7616,Kids Girl Jersey Fancy,H,Children Sizes 92-140,4,Baby/Children,76,Kids Girl,1005,Jersey Fancy,"T-shirt in soft, ribbed cotton jersey with an embroidered appliqué on the chest and rounded hem. Slightly longer at the back."
624678002,624678,Per Axel,80,Scarf,Accessories,1010005,Colour blocking,52,Pink,1,Dusty Light,4,Pink,3409,Scarves,C,Ladies Accessories,1,Ladieswear,65,Womens Big accessories,1019,Accessories,Block-patterned scarf in a soft weave with fringes along the sides.
741762004,741762,Bertil fancy cardigan,245,Cardigan,Garment Upper body,1010016,Solid,73,Dark Blue,4,Dark,2,Blue,6546,Baby Boy Knitwear,G,Baby Sizes 50-98,4,Baby/Children,41,Baby Boy,1003,Knitwear,Cardigan in a soft cotton knit with a V-neck and buttons down the front.
645568003,645568,Hansel boot pile,87,Boots,Shoes,1010016,Solid,17,Yellowish Brown,2,Medium Dusty,13,Brown,3929,Divided Shoes,D,Divided,2,Divided,52,Divided Accessories,1020,Shoes,"Chelsea boots in imitation suede with elastic gores in the sides and a loop at the back. Pile linings, fabric insoles and rubber soles. Heel 2.5 cm."
815456003,815456,Madison Slim Stretch Chino,272,Trousers,Garment Lower body,1010016,Solid,13,Beige,2,Medium Dusty,11,Beige,5656,Trouser,F,Menswear,3,Menswear,21,Contemporary Casual,1009,Trousers,"Chinos in extra-stretchy cotton twill with a zip fly, side pockets, a coin pocket and welt back pockets with a button. Slim Fit – a fit that is close-fitting at the thighs, knees and ankles to create a fitted silhouette."
386859061,386859,Allington R-neck,255,T-shirt,Garment Upper body,1010016,Solid,43,Dark Red,4,Dark,18,Red,5831,Knitwear,F,Menswear,3,Menswear,23,Men Suits & Tailoring,1003,Knitwear,T-shirt in premium cotton jersey.
717502003,717502,Terazzo sunglasses,81,Sunglasses,Accessories,1010001,All over pattern,17,Yellowish Brown,2,Medium Dusty,13,Brown,3941,Accessories,A,Ladieswear,1,Ladieswear,18,Womens Trend,1019,Accessories,"Sunglasses with plastic frames and UV-protective, tinted lenses."
789390003,789390,SC MEFISTA jersey polo,254,Top,Garment Upper body,1010016,Solid,22,Yellow,7,Medium,8,Yellow,2080,Studio Collection,A,Ladieswear,1,Ladieswear,82,Special Collections,1001,Unknown,STUDIO COLLECTION. Long top in airy wool jersey with extra-long sleeves and a rounded hem with slits in the sides.
624658006,624658,Charlie boot,87,Boots,Shoes,1010016,Solid,17,Yellowish Brown,4,Dark,13,Brown,6561,Baby Shoes,G,Baby Sizes 50-98,4,Baby/Children,42,Kids & Baby Shoes,1020,Shoes,Ankle boots in imitation suede with a zip at one side and loop at the back. Soft pile linings and insoles and rubber soles.
848012001,848012,Demi parka,262,Jacket,Garment Upper body,1010016,Solid,15,Greyish Beige,2,Medium Dusty,1,Mole,2033,Woven Tops,A,Ladieswear,1,Ladieswear,8,Mama,1010,Blouses,"Parka in soft cotton twill with a double-layered, drawstring hood, stand-up collar and zip and wind flap with buttons down the front. Yoke front and back, long sleeves with adjustable buttoning at the cuffs, and patch front pockets with a flap and button. Drawstring under the bust and at the hem, and a single back vent. Recycled polyester lining."
534044005,534044,Gyda,258,Blouse,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1515,Blouse,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1010,Blouses,"Blouse in a soft weave with a small collar, concealed buttons down the front, long sleeves with buttoned cuffs and a rounded hem."
690158008,690158,CHANDLER crewneck,252,Sweater,Garment Upper body,1010001,All over pattern,6,Light Grey,1,Dusty Light,12,Grey,7648,Kids Boy Jersey Fancy,H,Children Sizes 92-140,4,Baby/Children,46,Kids Boy,1005,Jersey Fancy,"Long-sleeved top in sweatshirt fabric with ribbing around the neckline, cuffs and hem. Soft brushed inside."
756859002,756859,FASHION OFFER Surprise romper,267,Jumpsuit/Playsuit,Garment Full body,1010017,Stripe,10,White,3,Light,9,White,6545,Baby Boy Jersey Fancy,G,Baby Sizes 50-98,4,Baby/Children,41,Baby Boy,1005,Jersey Fancy,"Romper suit in soft cotton jersey with a print motif. Narrow ribbing around the neckline, press-studs at the shoulders and crotch, and short sleeves and short legs, both with sewn-in turn-ups."
593808008,593808,Marita espadrille,95,Wedge,Shoes,1010016,Solid,32,Orange,1,Dusty Light,3,Orange,3528,Heels,C,Ladies Accessories,1,Ladieswear,64,Womens Shoes,1020,Shoes,Sandals with crossover straps at the front and an adjustable ankle strap with a metal buckle. Imitation leather insoles and rubber soles with a braided jute trim. Heel approx. 7 cm.
765709006,765709,Alice backpack,78,Other accessories,Accessories,1010001,All over pattern,73,Dark Blue,4,Dark,2,Blue,2950,Baby Toys/Acc,G,Baby Sizes 50-98,4,Baby/Children,44,Baby Essentials & Complements,1019,Accessories,Small backpack in a patterned weave with a handle and zip at the top and adjustable shoulder straps. Outer compartment with a hook and loop fastening and a padded back plate and base. Width 18 cm. Height 22 cm.
646608001,646608,LEGGINGS NICKI TRASH 89,272,Trousers,Garment Lower body,1010023,Denim,73,Dark Blue,2,Medium Dusty,2,Blue,8917,Young Girl Denim,I,Children Sizes 134-170,4,Baby/Children,77,Young Girl,1016,Trousers Denim,"Leggings in washed, superstretch denim with hard-worn details that are patched on the inside. Elasticated waist, fake front pockets and real back pockets."
767980001,767980,FAMILY children tee,255,T-shirt,Garment Upper body,1010017,Stripe,73,Dark Blue,4,Dark,2,Blue,7050,Promotion / Other / Offer,G,Baby Sizes 50-98,4,Baby/Children,44,Baby Essentials & Complements,1023,Special Offers,"T-shirt in soft, printed cotton jersey."
722241002,722241,Bengal,264,Blazer,Garment Upper body,1010026,Other structure,51,Light Pink,3,Light,4,Pink,1212,Suit,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1008,Dressed,"Gently tailored, double-breasted jacket in woven fabric with notch lapels and contrasting colour buttons. Long sleeves with decorative buttons, jetted front pockets and a single back vent. Lined."
748566033,748566,SARGASSO HW ankle tights,273,Leggings/Tights,Garment Lower body,1010001,All over pattern,13,Beige,2,Medium Dusty,11,Beige,8310,Ladies Sport Bottoms,S,Sport,26,Sport,5,Ladies H&M Sport,1005,Jersey Fancy,"High-waisted, ankle-length sports tights in fast-drying functional fabric. Wide panel to hold in and shape the waist containing a concealed key pocket. Sculpting seams at the back that showcase the body’s physique."
870838001,870838,SNUGGLE blanket,78,Other accessories,Accessories,1010001,All over pattern,12,Light Beige,1,Dusty Light,9,White,6557,Baby Exclusive,G,Baby Sizes 50-98,4,Baby/Children,44,Baby Essentials & Complements,1006,Woven/Jersey/Knitted mix Baby,Baby Exclusive. Soft comfort blanket in airy cotton muslin with a padded moon at the top. Size 30x30 cm.
697091007,697091,Vivaldi,274,Shorts,Garment Lower body,1010016,Solid,19,Greenish Khaki,4,Dark,20,Khaki green,1723,Shorts,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1025,Shorts,"Short shorts in a Tencel™ lyocell weave with a high waist with elastication at the back, a detachable tie belt and side pockets."
698872002,698872,Lelle set,270,Garment Set,Garment Full body,1010002,Application/3D,22,Yellow,7,Medium,8,Yellow,6545,Baby Boy Jersey Fancy,G,Baby Sizes 50-98,4,Baby/Children,41,Baby Boy,1005,Jersey Fancy,"Set with a long-sleeved top and pair of trousers in lightweight sweatshirt fabric. Top with a print motif and ears on the front, a press-stud on one shoulder and sewn-in turn-ups at the cuffs. Trousers with an elasticated drawstring waist."
692155003,692155,PQ Icona cashmere scarf,80,Scarf,Accessories,1010016,Solid,7,Grey,2,Medium Dusty,12,Grey,3409,Scarves,C,Ladies Accessories,1,Ladieswear,65,Womens Big accessories,1019,Accessories,Knitted cashmere scarf with ribbing on the short sides. Size 50x170 cm.
888700002,888700,Sunny kaftan(1),262,Jacket,Garment Upper body,1010001,All over pattern,73,Dark Blue,4,Dark,2,Blue,1941,Blouse & Dress,A,Ladieswear,1,Ladieswear,18,Womens Trend,1010,Blouses,"Calf-length kaftan woven in a Tencel™ lyocell blend with a V-neck and concealed buttons down the front. Double-layered yoke that continues down the sleeves, pleats at the front and a tie belt at the waist. Unlined."
893286001,893286,DIV+ Mel dress,265,Dress,Garment Full body,1010001,All over pattern,9,Black,4,Dark,5,Black,1652,Divided+,D,Divided,2,Divided,50,Divided Projects,1001,Unknown,"Maxi dress in a crêpe weave with a V-neck and narrow shoulder straps. Gathered, elasticated seam at the waist and a straight-cut skirt with high slits in the sides. Unlined. The polyester content of the dress is partly recycled."
412707025,412707,Julia,272,Trousers,Garment Lower body,1010016,Solid,73,Dark Blue,2,Medium Dusty,2,Blue,1747,Trousers,D,Divided,2,Divided,53,Divided Collection,1009,Trousers,5-pocket jeans in washed superstretch denim with a regular waist and super-skinny legs.
608945012,608945,ISAAC TEE,255,T-shirt,Garment Upper body,1010017,Stripe,73,Dark Blue,4,Dark,2,Blue,5832,Light Basic Jersey,F,Menswear,3,Menswear,26,Men Underwear,1002,Jersey Basic,Round-necked T-shirt in sturdy cotton jersey.
638790001,638790,Countdown Dress,265,Dress,Garment Full body,1010016,Solid,9,Black,4,Dark,5,Black,1686,Jersey Occasion,A,Ladieswear,1,Ladieswear,14,Womens Premium,1013,Dresses Ladies,Short fitted dress in sturdy jersey with a sheen. V-neck front and back with frill-trimmed shoulder straps that meet at the back. Open section and a slit at the back. Unlined.
711247003,711247,Flowy 2-pack Shorts.,274,Shorts,Garment Lower body,1010016,Solid,51,Light Pink,1,Dusty Light,4,Pink,6555,Baby Girl Woven,G,Baby Sizes 50-98,4,Baby/Children,40,Baby Girl,1006,Woven/Jersey/Knitted mix Baby,Shorts in a soft weave with covered elastication at the waist.
701568002,701568,SB Conner Pile Rain Parka,262,Jacket,Garment Upper body,1010016,Solid,73,Dark Blue,4,Dark,2,Blue,7852,Kids Boy Outdoor,H,Children Sizes 92-140,4,Baby/Children,45,Kids Outerwear,1007,Outdoor,"Rain jacket in wind- and water-repellent functional fabric with closed seams and a detachable, pile-lined hood. Zip down the front with a chin guard, flap front pockets with a press-stud, elastication at the cuffs and a single back vent. Pile lining."
559807001,559807,Sasha dress,265,Dress,Garment Full body,1010001,All over pattern,8,Dark Grey,4,Dark,12,Grey,8716,Young Girl Jersey Fancy,I,Children Sizes 134-170,4,Baby/Children,77,Young Girl,1005,Jersey Fancy,"Dress in soft, patterned cotton jersey with elastication and a wide flounce at the top that continues over the shoulders."
650258002,650258,Dana flounce top,255,T-shirt,Garment Upper body,1010016,Solid,11,Off White,1,Dusty Light,9,White,7616,Kids Girl Jersey Fancy,H,Children Sizes 92-140,4,Baby/Children,76,Kids Girl,1005,Jersey Fancy,Top in slub cotton jersey with short cap sleeves.
863497004,863497,GEORDIE TANK,253,Vest top,Garment Upper body,1010016,Solid,19,Greenish Khaki,2,Medium Dusty,20,Khaki green,5832,Light Basic Jersey,F,Menswear,3,Menswear,26,Men Underwear,1002,Jersey Basic,"Soft jersey vest top in a relaxed fit with a rib trim around the neckline and deep armholes with raw edges, and short slits in the sides."
873001001,873001,Sonia linen dress,265,Dress,Garment Full body,1010016,Solid,8,Dark Grey,4,Dark,12,Grey,1676,Jersey Basic,A,Ladieswear,1,Ladieswear,16,Womens Everyday Basics,1002,Jersey Basic,"Fitted, knee-length dress in jersey made from a linen and viscose blend with a round neckline and wide shoulder straps."
630304005,630304,Don Derby Shoe (1),89,Other shoe,Shoes,1010016,Solid,17,Yellowish Brown,4,Dark,13,Brown,3630,Shoes / Boots inactive from s5,F,Menswear,3,Menswear,27,Men Shoes,1020,Shoes,Derby shoes in imitation leather with open lacing at the front. Canvas linings and insoles and thermoplastic rubber (TPR) soles. Heel 2.5 cm.
653706029,653706,Fancy correy.,255,T-shirt,Garment Upper body,1010001,All over pattern,32,Orange,5,Bright,3,Orange,8559,Men Sport Woven,S,Sport,26,Sport,22,Men H&M Sport,1005,Jersey Fancy,Short-sleeved sports top in fast-drying functional fabric.
714444004,714444,Babe skirt J,275,Skirt,Garment Lower body,1010016,Solid,10,White,3,Light,9,White,1422,Skirt,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1012,Skirts,"Fitted, knee-length skirt in slub jersey made from a modal and cotton blend. Elasticated waist and decorative buttons down the front."
713380030,713380,MARIO TROUSER,296,Pyjama bottom,Nightwear,1010001,All over pattern,73,Dark Blue,4,Dark,2,Blue,9989,Loungewear,F,Menswear,3,Menswear,26,Men Underwear,1017,"Under-, Nightwear","Pyjama bottoms in jersey with an elasticated drawstring waist, side pockets and tapered legs with ribbed hems."
868115003,868115,Skinny Cropped Midprice,272,Trousers,Garment Lower body,1010023,Denim,71,Light Blue,1,Dusty Light,2,Blue,5672,Denim trousers,F,Menswear,3,Menswear,56,Denim Men,1016,Trousers Denim,"5-pocket jeans in washed, stretch denim with worn details. Regular waist, zip fly and button, and slightly shorter, skinny legs."
723799002,723799,Liam plisse dress,265,Dress,Garment Full body,1010016,Solid,42,Red,5,Bright,18,Red,1666,Jersey,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1005,Jersey Fancy,"Knee-length, pleated dress with a rounded neckline, opening and button at the back of the neck, long sleeves and a seam at the waist with a detachable tie belt. Unlined."
677236002,677236,Ronan N sweater,252,Sweater,Garment Upper body,1010010,Melange,13,Beige,1,Dusty Light,1,Mole,2035,Nursing,A,Ladieswear,1,Ladieswear,8,Mama,1005,Jersey Fancy,"Nursing jumper knitted in a soft viscose blend containing some wool with a ribbed polo neck and long sleeves. Cable-knit front and sleeves, high slits with ties at the sides for easier nursing access, and ribbing at the cuffs and hem."
609184007,609184,SB Bolt T-shirt LATE,255,T-shirt,Garment Upper body,1010010,Melange,7,Grey,2,Medium Dusty,12,Grey,6281,Bottoms Girls,S,Sport,26,Sport,49,Kids Sports,1001,Unknown,Sports top in fast-drying functional fabric with a print motif and short raglan sleeves. Rounded and slightly longer at the back.
805366008,805366,Julia top,254,Top,Garment Upper body,1010001,All over pattern,10,White,3,Light,9,White,8716,Young Girl Jersey Fancy,I,Children Sizes 134-170,4,Baby/Children,77,Young Girl,1005,Jersey Fancy,"Boxy-style top in jersey with short, wide sleeves and an elasticated, drawstring hem."
252298016,252298,Danae jeans,272,Trousers,Garment Lower body,1010016,Solid,19,Greenish Khaki,2,Medium Dusty,20,Khaki green,5961,Dresses DS,D,Divided,2,Divided,58,Divided Selected,1013,Dresses Ladies,"Jeans in washed, stretch denim with hard-worn details, a regular waist, front and back pockets and skinny legs."
694680013,694680,BEANIE KNIT MALTE,75,Hat/beanie,Accessories,1010010,Melange,7,Grey,1,Dusty Light,12,Grey,4212,Kids Boy Big Acc,J,"Children Accessories, Swimwear",4,Baby/Children,45,Kids Outerwear,1019,Accessories,"Hat in a soft knit with a decorative pompom on top, ribbed hem and earflaps. Thermal fleece lining."
715866002,715866,Printed Hood 19.99,308,Hoodie,Garment Upper body,1010014,Placement print,7,Grey,2,Medium Dusty,12,Grey,5882,Jersey Fancy,F,Menswear,3,Menswear,55,Contemporary Street,1005,Jersey Fancy,"Top in soft sweatshirt fabric with a print motif, jersey-lined drawstring hood, a kangaroo pocket and ribbing at the cuffs and hem. Soft brushed inside."
704128007,704128,PENELOPE seamless low bra,306,Bra,Underwear,1010016,Solid,53,Dark Pink,2,Medium Dusty,4,Pink,8316,Ladies Sport Bras,S,Sport,26,Sport,5,Ladies H&M Sport,1005,Jersey Fancy,"Sports bra in fast-drying functional fabric with jacquard-patterned details. Wide shoulder straps, a low cut at the back and a wide, ribbed hem. Light support. The bra is designed with the minimum number of seams for a more comfortable fit and increased mobility."
822165001,822165,2 pack FIFFI swimsuit,299,Swimwear set,Swimwear,1010001,All over pattern,70,Other Blue,5,Bright,2,Blue,4310,Kids Girl Swimwear,J,"Children Accessories, Swimwear",4,Baby/Children,43,"Kids Accessories, Swimwear & D",1018,Swimwear,"Fully lined swimsuits with a flounced trim around the leg openings, gathers at the top and a decorative bow on each shoulder strap."
854678003,854678,C Lolly Bandeau,298,Bikini top,Swimwear,1010026,Other structure,21,Light Yellow,3,Light,8,Yellow,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,"Lined, bandeau bikini top with side support and cups with removable inserts that shape the bust and provide good support. No fasteners. The polyester content of the outer fabric is partly recycled. The polyester content of the lining is recycled."
547229003,547229,Glow jacket,262,Jacket,Garment Upper body,1010016,Solid,33,Dark Orange,4,Dark,3,Orange,1241,Outwear & Blazers,A,Ladieswear,1,Ladieswear,18,Womens Trend,1008,Dressed,"Short, straight-cut coat in woven fabric with a collar and buttons down the front. Chest pockets and flap front pockets with a button, dropped shoulders and long sleeves with buttoned cuffs. Unlined."
747390001,747390,RITA FUN HOODIE,252,Sweater,Garment Upper body,1010002,Application/3D,11,Off White,1,Dusty Light,9,White,8716,Young Girl Jersey Fancy,I,Children Sizes 134-170,4,Baby/Children,77,Young Girl,1005,Jersey Fancy,Long-sleeved top in soft sweatshirt fabric. Hood with appliqués and a print motif. Glittery text print on the front and ribbing at the cuffs and hem. Soft brushed inside.
649477002,649477,X-size Baloo shorts,274,Shorts,Garment Lower body,1010026,Other structure,73,Dark Blue,4,Dark,2,Blue,8755,Young Boy Shorts,I,Children Sizes 134-170,4,Baby/Children,47,Young Boy,1025,Shorts,"Shorts in woven fabric with an elasticated drawstring waist, fake fly, side pockets and a fake welt back pocket."
756718004,756718,Dungaree sets,270,Garment Set,Garment Full body,1010017,Stripe,73,Dark Blue,4,Dark,2,Blue,6515,Baby basics,G,Baby Sizes 50-98,4,Baby/Children,44,Baby Essentials & Complements,1002,Jersey Basic,"Long-sleeved top in soft jersey and a pair of dungarees in organic cotton sweatshirt fabric. Dungarees with a kangaroo pocket, adjustable straps with a press-stud, and ribbed hems. Soft brushed inside."
736838001,736838,Tinia dress,265,Dress,Garment Full body,1010016,Solid,51,Light Pink,1,Dusty Light,4,Pink,6525,Baby Girl Jersey Fancy,G,Baby Sizes 50-98,4,Baby/Children,40,Baby Girl,1005,Jersey Fancy,"Dress in cotton piqué with a collar, button placket and small embroidery detail at the top. Short puff sleeves and a bell-shaped skirt."
552473031,552473,DENISE S.8,259,Shirt,Garment Upper body,1010001,All over pattern,9,Black,4,Dark,5,Black,1543,Tops Woven,D,Divided,2,Divided,53,Divided Collection,1010,Blouses,"Straight-cut shirt in a soft viscose weave with a collar, buttons down the front, long sleeves with narrow, buttoned cuffs, and a rounded hem."
921534001,921534,FAMILY OL JERSEY TEE,255,T-shirt,Garment Upper body,1010008,Front print,31,Light Orange,1,Dusty Light,3,Orange,1660,Jersey,A,Ladieswear,1,Ladieswear,6,Womens Casual,1005,Jersey Fancy,Round-necked T-shirt in soft slub cotton jersey with a text print on the front.
614854008,614854,Fiona brazilian (Acacia) 4p,286,Underwear bottom,Underwear,1010006,Dot,8,Dark Grey,2,Medium Dusty,12,Grey,1334,Casual Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Brazilian briefs in soft jersey with lace trims, a low waist, lined gusset, wide sides and half-string back. The cotton content of the briefs is organic."
827420001,827420,Nightingale sweater,254,Top,Garment Upper body,1010016,Solid,43,Dark Red,4,Dark,18,Red,1616,Knitwear,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1003,Knitwear,Jumper in a soft rib knit with a sheen. Decorative metal buttons on the shoulders and 3/4-length sleeves.
858891001,858891,Randall R-Neck,252,Sweater,Garment Upper body,1010016,Solid,73,Dark Blue,4,Dark,2,Blue,5878,Knitwear,F,Menswear,3,Menswear,20,Contemporary Smart,1003,Knitwear,"Jumper in a purl-knit cotton blend with a round neckline and long sleeves. Ribbing around the neckline, cuffs and hem."
756522002,756522,Rena Skirt,275,Skirt,Garment Lower body,1010016,Solid,93,Dark Green,4,Dark,19,Green,1447,Skirts DS,D,Divided,2,Divided,58,Divided Selected,1012,Skirts,"Short skirt in stretch cotton twill with a fly with visible buttons, side pockets and flap patch pockets."
830100003,830100,Jax 2p Rib Ct Padded Softtop,306,Bra,Underwear,1010016,Solid,10,White,3,Light,9,White,1334,Casual Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Soft, non-wired bras in cotton jersey, one ribbed. Adjustable shoulder straps, removable inserts that shape the bust and provide good support, and a wide elastic hem. No fasteners."
508931036,508931,FREJA 2p,252,Sweater,Garment Upper body,1010017,Stripe,10,White,3,Light,9,White,7920,Kids Girl Jersey Basic,H,Children Sizes 92-140,4,Baby/Children,79,Girls Underwear & Basics,1002,Jersey Basic,Long-sleeved jersey tops made from organic cotton.
570144001,570144,Olinella leather sandal BG,91,Sandals,Shoes,1010016,Solid,9,Black,4,Dark,5,Black,4321,Young Girl Shoes,J,"Children Accessories, Swimwear",4,Baby/Children,42,Kids & Baby Shoes,1020,Shoes,Sandals in shimmering metallic leather with crossover straps at the front. Suede insoles and fluted rubber soles.
800342012,800342,HAPPY half zip,308,Hoodie,Garment Upper body,1010005,Colour blocking,91,Light Green,1,Dusty Light,19,Green,7930,Young Girl Jersey Basic,I,Children Sizes 134-170,4,Baby/Children,79,Girls Underwear & Basics,1002,Jersey Basic,"Block-coloured top in sweatshirt fabric made from an organic cotton blend with a ribbed stand-up collar, zip at the top, long sleeves with ribbed cuffs, and covered elastication at the hem. Soft brushed inside."
818326003,818326,Anton Long Johns 3-p,287,Long John,Underwear,1010012,Mixed solid/pattern,8,Dark Grey,4,Dark,12,Grey,4215,Kids Boy UW/NW,H,Children Sizes 92-140,4,Baby/Children,72,Boys Underwear & Basics,1017,"Under-, Nightwear",Longjohns in soft cotton jersey with an elasticated waist and ribbed hems.
873072001,873072,X-tina long top,298,Bikini top,Swimwear,1010026,Other structure,10,White,3,Light,9,White,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,"Lined, non-wired bikini top with adjustable shoulder straps and no fasteners."
745968001,745968,Lucia,265,Dress,Garment Full body,1010016,Solid,83,Dark Turquoise,4,Dark,19,Green,1313,Dress,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1013,Dresses Ladies,"Sleeveless, calf-length dress in an airy weave with a gathered neckline and an opening with a concealed button at the back of the neck. Concealed zip in one side, a seam at the waist with pin-tucks and a pleated skirt. Unlined."
600699001,600699,RALPH sweater,252,Sweater,Garment Upper body,1010017,Stripe,71,Light Blue,1,Dusty Light,2,Blue,6557,Baby Exclusive,G,Baby Sizes 50-98,4,Baby/Children,44,Baby Essentials & Complements,1006,Woven/Jersey/Knitted mix Baby,"Baby Exclusive. Top in soft terry made from an organic cotton blend with buttons at the back of the neck, long raglan sleeves and ribbing around the neckline, cuffs and hem."
842055009,842055,FUNC. SB Samuel water rep TP,262,Jacket,Garment Upper body,1010001,All over pattern,23,Dark Yellow,2,Medium Dusty,13,Brown,7852,Kids Boy Outdoor,H,Children Sizes 92-140,4,Baby/Children,45,Kids Outerwear,1007,Outdoor,"Puffer jacket in quilted, water-repellent functional fabric with reflective details. Stand-up collar, detachable, fleece-lined hood and a zip down the front with a chin guard. Side pockets with a press-stud, and covered elastication at the cuffs. Rounded and longer at the back. Partly lined in fleece. The jacket has a water-repellent coating without fluorocarbons."
